,apartment,approveddate,bbl,bin,block,boroid,borough,buildingid,censustract,certifieddate,class,communityboard,councildistrict,currentstatus,currentstatusdate,currentstatusid,highhousenumber,housenumber,inspectiondate,latitude,longitude,lot,lowhousenumber,newcertifybydate,newcorrectbydate,novdescription,novid,novissueddate,novtype,nta,ordernumber,originalcertifybydate,originalcorrectbydate,postcode,registrationid,story,streetcode,streetname,violationid,violationstatus
7,26,2015-01-24,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2015-01-24,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE BATHROOM  LOCATED AT APT 26, 3rd STORY",4989675,2015-01-26,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2015-03-16,2015-03-02,11694,415463,3,33990,BEACH 116 STREET,10517005,Close
8,26,2015-01-31,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2015-01-30,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING.  IN THE BATHROOM  LOCATED AT APT 26, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",4993693,2015-02-02,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2015-03-23,2015-03-09,11694,415463,3,33990,BEACH 116 STREET,10524294,Close
9,26,2015-01-31,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2015-01-30,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT SWITCH  IN THE 1st ROOM  FROM EAST LOCATED AT APT 26, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",4993693,2015-02-02,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,501,2015-03-23,2015-03-09,11694,415463,3,33990,BEACH 116 STREET,10524295,Close
10,26,2015-01-31,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2015-01-30,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE RADIATOR AIR VENT.  IN THE 1st ROOM  FROM EAST LOCATED AT APT 26, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",4993693,2015-02-02,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,509,2015-03-23,2015-03-09,11694,415463,3,33990,BEACH 116 STREET,10524296,Close
11,,2015-10-16,4161880066,4303940,16188,4,QUEENS,634245,938,,I,14,32,VIOLATION DISMISSED,2015-12-07,9,1-58,1-58,2015-10-16,40.578868,-73.836647,66,1-58,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,780,,,11694,415463,,33990,BEACH 116 STREET,10956658,Close
12,17,2007-10-15,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-10-11,40.578868,-73.836647,66,1-58,,,"SECTION 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL ..  IN THE BATHROOM  LOCATED AT APT 17, 2nd STORY",3136279,2007-10-16,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,591,2008-02-02,2008-01-19,11694,415463,2,33990,BEACH 116 STREET,6968583,Close
13,17,2007-10-15,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-10-11,40.578868,-73.836647,66,1-58,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES  IN THE ENTIRE APARTMENT  LOCATED AT APT 17, 2nd STORY",3136280,2007-10-16,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,866,2007-12-04,2007-11-20,11694,415463,2,33990,BEACH 116 STREET,6968585,Close
14,24,2007-10-15,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-10-11,40.578868,-73.836647,66,1-58,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES  IN THE ENTIRE APARTMENT  LOCATED AT APT 24, 2nd STORY",3136281,2007-10-16,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,866,2007-12-04,2007-11-20,11694,415463,2,33990,BEACH 116 STREET,6968586,Close
15,24,2007-10-15,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-10-11,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 24, 2nd STORY",3136281,2007-10-16,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2007-12-04,2007-11-20,11694,415463,2,33990,BEACH 116 STREET,6968587,Close
16,24,2007-10-15,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-10-11,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD AND VINYL TILESL  IN THE ROOM  LOCATED AT B-ROOM 24, 2nd STORY",3136281,2007-10-16,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,502,2007-12-04,2007-11-20,11694,415463,2,33990,BEACH 116 STREET,6968588,Close
17,29,2007-11-29,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-11-28,40.578868,-73.836647,66,1-58,,,"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN MICE  IN THE 1st ROOM  FROM EAST LOCATED AT APT 29, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",3162674,2007-11-30,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,566,2008-01-18,2008-01-04,11694,415463,2,33990,BEACH 116 STREET,7034922,Close
18,29,2007-11-29,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-11-28,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE LOWER SASH EAST WINDOW  IN THE 1st ROOM  FROM EAST LOCATED AT APT 29, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",3162674,2007-11-30,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,509,2008-01-18,2008-01-04,11694,415463,2,33990,BEACH 116 STREET,7034925,Close
19,29,2007-11-29,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-11-28,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR AT RADIATOR  IN THE 1st ROOM  FROM EAST LOCATED AT APT 29, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",3162674,2007-11-30,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,502,2008-01-18,2008-01-04,11694,415463,2,33990,BEACH 116 STREET,7034926,Close
20,29,2007-11-29,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2007-11-28,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT CEILING   IN THE 1st ROOM  FROM EAST LOCATED AT APT 29, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",3162674,2007-11-30,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,501,2008-01-18,2008-01-04,11694,415463,2,33990,BEACH 116 STREET,7034927,Close
21,29,2008-02-04,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2008-01-25,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL FIXTURE AT CEILING  IN THE KITCHENETTE  LOCATED AT B-ROOM 29, 2nd STORY, 1st B-ROOM FROM EAST AT SOUTH",3203664,2008-02-05,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,501,2008-03-25,2008-03-11,11694,415463,2,33990,BEACH 116 STREET,7124497,Close
22,29,2008-02-04,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2008-01-25,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF CONCEALED WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT B-ROOM 29, 2nd STORY, 1st B-ROOM FROM EAST AT SOUTH",3203664,2008-02-05,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,510,2008-03-25,2008-03-11,11694,415463,2,33990,BEACH 116 STREET,7124498,Close
23,29,2008-02-04,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2008-01-25,40.578868,-73.836647,66,1-58,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT SOUTH WALL,SOUTH WINDOW FRAME & CEILING  IN THE BATHROOM  LOCATED AT B-ROOM 29, 2nd STORY, 1st B-ROOM FROM EAST AT SOUTH",3203664,2008-02-05,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,550,2008-03-25,2008-03-11,11694,415463,2,33990,BEACH 116 STREET,7124499,Close
24,29,2008-02-04,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2008-01-25,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE BATHROOM  LOCATED AT B-ROOM 29, 2nd STORY, 1st B-ROOM FROM EAST AT SOUTH",3203663,2008-02-05,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,529,2008-05-24,2008-05-10,11694,415463,2,33990,BEACH 116 STREET,7124500,Close
25,29,2008-02-04,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2008-01-25,40.578868,-73.836647,66,1-58,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT WASHTUB  IN THE BATHROOM  LOCATED AT B-ROOM 29, 2nd STORY, 1st B-ROOM FROM EAST AT SOUTH",3203663,2008-02-05,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,579,2008-05-24,2008-05-10,11694,415463,2,33990,BEACH 116 STREET,7124501,Close
26,,2009-11-06,4161880066,4303940,16188,4,QUEENS,634245,938,,C,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2009-11-05,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER KEY LOCK ON VESTIBULE DOOR  AT PUBLIC HALL, 1st STORY",3802969,2009-11-09,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,526,2009-11-20,2009-11-15,11694,415463,1,33990,BEACH 116 STREET,8135160,Close
27,43,2009-11-06,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2009-11-05,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS   IN THE BATHROOM  LOCATED AT APT 43, 3rd STORY, APARTMENT AT  SOUTH",3802968,2009-11-09,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2009-12-28,2009-12-14,11694,415463,3,33990,BEACH 116 STREET,8135161,Close
28,43,2010-03-26,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2010-03-26,40.578868,-73.836647,66,1-58,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ROOM  LOCATED AT B-ROOM 43, 3rd STORY",3899295,2010-03-29,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,568,2010-05-17,2010-05-03,11694,415463,3,33990,BEACH 116 STREET,8347007,Close
29,43,2010-03-26,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2010-03-26,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE MISSING ELECTRIC BOX COVER AT CEILING  IN THE ROOM  LOCATED AT B-ROOM 43, 3rd STORY",3899294,2010-03-29,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,505,2010-07-16,2010-07-02,11694,415463,3,33990,BEACH 116 STREET,8347008,Close
30,43,2010-03-26,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2010-03-26,40.578868,-73.836647,66,1-58,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB  IN THE ROOM  LOCATED AT B-ROOM 43, 3rd STORY",3899295,2010-03-29,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,579,2010-05-17,2010-05-03,11694,415463,3,33990,BEACH 116 STREET,8347009,Close
31,43,2010-03-26,4161880066,4303940,16188,4,QUEENS,634245,938,,C,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2010-03-26,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT UPPER WINDOW SASH  IN THE ROOM  LOCATED AT B-ROOM 43, 3rd STORY",3899296,2010-03-29,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,505,2010-04-09,2010-04-04,11694,415463,3,33990,BEACH 116 STREET,8347010,Close
32,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE THE OBSTRUCTION IN FIREPROOF PASSAGEWAY LADDER EXTENTED ACROSS PASSAGEWAY AT REAR  AT FIRE PASSAGE WAY, SECTION  AT  SOUTH",4226649,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,524,2011-09-26,2011-09-12,11694,415463,All Stories,33990,BEACH 116 STREET,9044244,Close
33,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE LARGE PLASTIC BAGS AND BLDG MATERIAL  AT FIRE PASSAGE WAY, SECTION  AT  NORTH",4226649,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,552,2011-09-26,2011-09-12,11694,415463,All Stories,33990,BEACH 116 STREET,9044253,Close
34,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,C,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRE LOCATED IN CEILING  AT BOILER ROOM,4226650,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,510,2011-08-19,2011-08-14,11694,415463,Cellar,33990,BEACH 116 STREET,9044256,Close
35,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. ADJUST THE DROPLADDER SO THAT IT WILL SLIDE EASILY IN THE GUIDE RODS ...  AT FIRE ESCAPE, SECTION  AT  EAST",4226649,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,513,2011-09-26,2011-09-12,11694,415463,Yards / Courts,33990,BEACH 116 STREET,9044266,Close
36,20,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REFIT DOOR TO CLOSE PROPERLY WHICH IS REQUIRED  IN THE ROOM  LOCATED AT B-ROOM 20, 1st STORY, 2nd B-ROOM FROM NORTH AT EAST",4226654,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,529,2011-11-25,2011-11-11,11694,415463,1,33990,BEACH 116 STREET,9044711,Close
37,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,C,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AND OPEN FUSE BOX IN CLOSET AT NORTH WALL  AT PUBLIC HALL, 2nd STORY",4226650,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,510,2011-08-19,2011-08-14,11694,415463,2,33990,BEACH 116 STREET,9044626,Close
38,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ...  CEILING  AT COMMUNITY BATHROOM, 2nd STORY",4226649,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,550,2011-09-26,2011-09-12,11694,415463,2,33990,BEACH 116 STREET,9044631,Close
39,,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE ALL STORIES  AT PUBLIC HALL STAIRS",4226649,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,552,2011-09-26,2011-09-12,11694,415463,All Stories,33990,BEACH 116 STREET,9044634,Close
40,10,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING  IN THE ROOM  LOCATED AT B-ROOM 10, 1st STORY, 1st B-ROOM FROM WEST AT NORTH",4226651,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,550,2011-09-26,2011-09-12,11694,415463,1,33990,BEACH 116 STREET,9044703,Close
41,16,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REFIT DOOR TO CLOSE PROPERLY WHICH IS REQUIRED  IN THE ROOM  LOCATED AT B-ROOM 16, 1st STORY, 3rd B-ROOM FROM WEST AT NORTH",4226652,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,529,2011-11-25,2011-11-11,11694,415463,1,33990,BEACH 116 STREET,9044706,Close
42,20A,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE ROOM  LOCATED AT B-ROOM 20A, 1st STORY, 3rd B-ROOM FROM NORTH AT EAST",4226656,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2011-09-26,2011-09-12,11694,415463,1,33990,BEACH 116 STREET,9044721,Close
43,20A,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOORING  IN THE ROOM  LOCATED AT B-ROOM 20A, 1st STORY, 3rd B-ROOM FROM NORTH AT EAST",4226656,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,502,2011-09-26,2011-09-12,11694,415463,1,33990,BEACH 116 STREET,9044722,Close
44,14,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING  IN THE 2nd ROOM  LOCATED AT B-ROOM 14, 1st STORY, 2nd B-ROOM FROM WEST AT NORTH",4226657,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,550,2011-09-26,2011-09-12,11694,415463,1,33990,BEACH 116 STREET,9044723,Close
45,14,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 2nd ROOM  LOCATED AT B-ROOM 14, 1st STORY, 2nd B-ROOM FROM WEST AT NORTH",4226657,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2011-09-26,2011-09-12,11694,415463,1,33990,BEACH 116 STREET,9044724,Close
46,14,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS  THAT IS REQUIRED  IN THE 2nd ROOM  LOCATED AT B-ROOM 14, 1st STORY, 2nd B-ROOM FROM WEST AT NORTH",4226657,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,530,2011-09-26,2011-09-12,11694,415463,1,33990,BEACH 116 STREET,9044725,Close
47,43,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2026 ADM CODE  REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN BATH TUB  IN THE BATHROOM  LOCATED AT B-ROOM 43, 3rd STORY, 1st B-ROOM FROM WEST AT NORTH",4226658,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,649,2011-09-26,2011-09-12,11694,415463,3,33990,BEACH 116 STREET,9044744,Close
48,44,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE ROOM  LOCATED AT B-ROOM 44, 3rd STORY, 5th B-ROOM FROM WEST AT NORTH",4226660,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2011-09-26,2011-09-12,11694,415463,3,33990,BEACH 116 STREET,9044787,Close
49,42,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REFIT DOOR TO CLOSE PROPERLY WHICH IS REQUIRED  IN THE ROOM  LOCATED AT B-ROOM 42, 3rd STORY, 4th B-ROOM FROM WEST AT NORTH",4226661,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,529,2011-11-25,2011-11-11,11694,415463,3,33990,BEACH 116 STREET,9044790,Close
50,37,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2017-03-28,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS THAT IS REQUIRED  IN THE ROOM  LOCATED AT B-ROOM 37, 3rd STORY, 4th B-ROOM FROM EAST AT SOUTH",4226662,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,530,2011-09-26,2011-09-12,11694,415463,3,33990,BEACH 116 STREET,9044793,Close
51,33,2011-08-05,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2011-08-01,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AT NORTH WALL  IN THE ROOM  LOCATED AT B-ROOM 33, 3rd STORY, 2nd B-ROOM FROM EAST AT SOUTH",4226663,2011-08-08,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,510,2011-09-26,2011-09-12,11694,415463,3,33990,BEACH 116 STREET,9044796,Close
