index,date_utc,full_text,geoenabled,location,long_lat,user
3028,Sat Aug 27 15:39:56 +0000 2016,Thank God it's not the Stay Puft Marshmallow Man. @ Canalside Buffalo https://t.co/SFTbSoicQZ,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",lpetronsky
3029,Sat Aug 27 15:37:02 +0000 2016,Someone totally missed the point of taking this photo. #WheresTheDuck #WorldsLargestRubberDuck @… https://t.co/vtO5coA9k1,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",lpetronsky
3030,Sat Aug 27 15:04:24 +0000 2016,That's a big duck #rubberducky #canalside #buffalo #buffalove #worldslargestrubberduck @… https://t.co/5m3CeTsLRk,TRUE,"Orchard Park, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",MichaelChelus
3031,Sat Aug 27 14:59:23 +0000 2016,"They weren't kidding, that duck is YUGE @ Canalside Buffalo https://t.co/sjAMxSUidw",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Misterchief
3032,Sat Aug 27 14:22:58 +0000 2016,Biggest duckin' duck in the world! (at @CanalsideBflo for 2016 Buffalo Maritime Festival) https://t.co/9rHgCFw60T https://t.co/QnIfwS3jTy,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",popo
3033,Sat Aug 27 05:31:17 +0000 2016,"At 61-feet, the World's Largest Rubber Duck appeared today (26/08)… https://t.co/EJW5G3rary",TRUE,dystopia,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",HiFiJuliet
3034,Sat Aug 27 05:27:01 +0000 2016,The Rubber Duck event brings together people from all over Buffalo… https://t.co/0adPglOuJb,TRUE,dystopia,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",HiFiJuliet
3035,Sat Aug 27 05:09:31 +0000 2016,"🐤
This duck is so cute tbh it just makes me happy I love it @ Canalside Buffalo https://t.co/FTzrbVtWyQ",TRUE,she/her,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",alpfeel
3036,Sat Aug 27 04:35:22 +0000 2016,Friday night #drones and #ducks over  canalsidebflo @bigduckus in #buffalo . Music by… https://t.co/J2vNArHgH9,TRUE,"Rochester, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",MikeAlcazaren
3037,Sat Aug 27 03:53:54 +0000 2016,Had a blast with this girl downtown today! 😍 The big Duck just made it even better 😂 @ Canalside… https://t.co/Tp2ix9ZroK,TRUE,North Tonawanda,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",C_Priester8
3038,Sat Aug 27 03:29:15 +0000 2016,"#WorldsLargestRubberDuck
#StepOutBuffalo @ Canalside Buffalo https://t.co/S0SjoCnclq",TRUE,"Tonawanda, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",laharvey11
3039,Sat Aug 27 02:59:03 +0000 2016,Rubber Duckie...You're the One‼️‼️‼️ @ Canalside Buffalo https://t.co/TuYhD4Zp6n,TRUE,SomeWhere You're Not!!!,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",audi_lah
3040,Sat Aug 27 02:31:27 +0000 2016,Мaмa dυcĸ 🐥 @ Canalside Buffalo https://t.co/3opFXlEWhl,TRUE,թհíӏӏվ♡,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",jessrobins
3041,Sat Aug 27 02:23:42 +0000 2016,Getting back into the swing of photography while also seeing this… https://t.co/Sh6FOYqD9v,TRUE,716,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BrittanyGrantt
3042,Sat Aug 27 00:56:35 +0000 2016,Drinking a Brooklyn Summer Ale by @brooklynbrewery at @canalsidebflo — https://t.co/5hmWQb0jO8,TRUE,716,"{'type': 'Point', 'coordinates': [-78.8788, 42.8771]}",CWurstner
3043,Sat Aug 27 00:27:24 +0000 2016,Parked illegally to see this thing #duckit @ Canalside Buffalo https://t.co/bBUrBxgXTt,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",oliviarslotman
3044,Sat Aug 27 00:17:30 +0000 2016,We're gonna need a bigger tub. @ Canalside Buffalo https://t.co/KL9OKTxTSD,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",elyssamountain
3045,Sat Aug 27 00:07:52 +0000 2016,The World's Largest Rubber Duck was in Buffalo today! 😄🐤 It's six stories tall and weighs 11… https://t.co/IbllL3uaZ1,TRUE,"Ballston Spa/Buffalo , NY ","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",xDshamarxD
3046,Sat Aug 27 00:05:49 +0000 2016,The World's ᒪᗩᖇGEᔕT Rubber Duck 🐥 @ Canalside Buffalo https://t.co/UY96joKFcV,TRUE,թհíӏӏվ♡,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",jessrobins
3047,Fri Aug 26 23:52:51 +0000 2016,#CanalSideBuffalo #GiantRubberDuck #Quack #Buffalo canalsidebflo #worldslargestrubberduck… https://t.co/dfRmtTTmQE,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Jbattey716
3048,Fri Aug 26 23:51:17 +0000 2016,#JustDuckingAround canalsidebflo #MyRugrats #CanalSideBuffalo #Buffalo #GiantRubberDuck #Quack 🐤… https://t.co/n7JqZ4L40v,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Jbattey716
3049,Fri Aug 26 22:45:40 +0000 2016,When giant Ernie shows up looking for his rubber duckie we are severely fucked... @ Canalside… https://t.co/CpxXO1bN0O,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BfloDude
3050,Fri Aug 26 22:33:35 +0000 2016,Gamelon gig at canal side. Did I get lost. Yes I did! @ Canalside Buffalo https://t.co/AgQDAuNzai,TRUE,"Buffalo, NY, USA","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",JoePinnavaia
3051,Fri Aug 26 22:11:48 +0000 2016,Drinking a Brooklyn Summer Ale by @brooklynbrewery @ Canalside Beer Garden — https://t.co/uRoMsLnkUc,TRUE,"Clarence Center, NY","{'type': 'Point', 'coordinates': [-78.8788, 42.8759]}",meansweans
3052,Fri Aug 26 20:37:09 +0000 2016,Hi mama!!! #mamaduck #buffalo @ Canalside Buffalo https://t.co/FKgOtiq0Zm,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",jimich527
3053,Fri Aug 26 19:35:21 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/24wSX87Tfj,TRUE,"Tonawanda , NY ","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",rjflesher
3054,Fri Aug 26 19:34:11 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/InaRcnqFFJ,TRUE,"Tonawanda , NY ","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",rjflesher
3055,Fri Aug 26 19:30:06 +0000 2016,"I'm at @CanalsideBflo for 2016 Buffalo Maritime Festival in Buffalo, NY https://t.co/PGFQml7wkp",TRUE,"Tonawanda , NY ","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",rjflesher
3056,Fri Aug 26 19:08:55 +0000 2016,I like big ducks and I cannot lie.... #canalside #worldsbiggestrubberduck #buffalove… https://t.co/DmPL8e1pGC,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",lizlovesyou1016
3057,Fri Aug 26 18:45:13 +0000 2016,Claypool Lennon Delirium performing #thebeatles Tomorrow Never Knows in #buffalo #canalside… https://t.co/f05R7YtIBC,TRUE,NYC,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",RealJakeRich
3058,Fri Aug 26 18:32:29 +0000 2016,Awesome show last night. Seeing seanlennon and les.claypool live was awesome. #lesclaypool… https://t.co/kUC31RVBkr,TRUE,Somewhere in  ny,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",LickyMartin
3059,Fri Aug 26 17:02:19 +0000 2016,Big ass duck in a little harbor. @ Canalside Buffalo https://t.co/tuMc1lCMbt,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",NikkiKarek
3060,Fri Aug 26 16:13:20 +0000 2016,Now that's a big Rubber Duck #rubberduckie #buffalo @ Canalside Buffalo https://t.co/Aeux97ATc8,TRUE,Lovely Western NY ,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",AngelGonz75
3061,Fri Aug 26 16:11:39 +0000 2016,Yup that's a #bigduck @ Canalside Buffalo https://t.co/5fGw4ohHVz,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",timbouchard
3062,Fri Aug 26 12:24:23 +0000 2016,Good Morning Mama and Baby Duck! #canalsidebuffalo #viewbuffalo #capturebuffalo #onebuffalo… https://t.co/ANiKF18L5N,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",chuck_abbott
3063,Fri Aug 26 12:22:42 +0000 2016,@bigduckus at canalsidebflo #viewbuffalo #capturebuffalo #canalsidebuffalo #buffaloigers… https://t.co/28rFWrCIe2,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",chuck_abbott
3064,Fri Aug 26 12:05:04 +0000 2016,Steve Earnhart gets his wish. Mama Duck is here.… https://t.co/ylHCrvTahg,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BuffaloRising
3065,Fri Aug 26 03:30:50 +0000 2016,"Juame Plensa's ""Silent Poets"" at Canalside has been psychedelically expanding minds for a few… https://t.co/CWKsPheopj",TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BfloDude
3066,Fri Aug 26 03:14:09 +0000 2016,"This was wonderful: Les Claypool and Sean Lennon doing ""Tomorrow Never Knows"" and jamming on it.… https://t.co/7rIcQkzGb9",TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BfloDude
3067,Fri Aug 26 01:58:53 +0000 2016,Alas no group mind-meld (too many meatheads) but Claypool/Lennon definitely got weird and pushed… https://t.co/YvIw68sXaz,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BfloDude
3068,Fri Aug 26 01:39:06 +0000 2016,Poncho selfie! @ Canalside Buffalo https://t.co/Bs4jAqR5gq,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",mister_shabadoo
3069,Fri Aug 26 00:58:51 +0000 2016,OH MY GOD! #SEANLENNON #LESCLAYPOOL #TheBeatles #thebeatlesforever #paulmccartney #johnlennon… https://t.co/mfSzaCoCd1,TRUE,"Cheektowaga, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",timeladywriting
3070,Fri Aug 26 00:27:36 +0000 2016,I hope this Claypool/Lennon thing gets weird. Really weird. I want to achieve a total group… https://t.co/pj4bk8bjxN,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BfloDude
3071,Fri Aug 26 00:13:42 +0000 2016,"I'm at @CanalsideBflo for The Claypool Lennon Delirium and Jjuujjuu in Buffalo, NY https://t.co/U4BJMOj0iU",TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",jeffreybigmoney
3072,Thu Aug 25 23:58:30 +0000 2016,Fuck it. This is why God created ponchos. (at @CanalsideBflo for The Claypool Lennon Delirium and Jjuujjuu) https://t.co/UxOtcm5eth,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",BfloDude
3073,Thu Aug 25 20:46:30 +0000 2016,"I swear, each time I'm here I love this city a little bit more. @… https://t.co/fJJch7VCu5",TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",AnthonyPariso
3074,Thu Aug 25 20:37:49 +0000 2016,Tbt a week ago today no opening acts just this talented guy by the… https://t.co/5NCF5rskS0,TRUE,Everywhere ,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",NBFedex
3075,Thu Aug 25 00:59:35 +0000 2016,"The obligatory, I went to Canalside photo. @ Canalside Buffalo https://t.co/3GpEpcGKtp",TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",CPRGRLK
3076,Tue Aug 23 23:48:51 +0000 2016,can't stop won't stop// he's too great💜 @ Canalside Buffalo https://t.co/dasZCnxOwi,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",_Skylaaarrr
3077,Tue Aug 23 21:11:26 +0000 2016,When T-Pain remixes Panda and actually MURDERS the beat -and your in VIP after the gates are… https://t.co/pUyRRHC0DS,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",themanmoe
3078,Tue Aug 23 03:18:42 +0000 2016,Follow me along my journey and search for @djgus716 @ Canalside Buffalo https://t.co/LhFZXmg4Rb,TRUE,Youtube Type.-Johnnykutz vol2,"{'type': 'Point', 'coordinates': [-78.87860721, 42.87708151]}",JohnnyKutz
3079,Tue Aug 23 03:14:50 +0000 2016,Motivation enough for me to give it a go ⛹🏽 #teamfit #5miles #heToldMeToPullUp #1dayatatime @… https://t.co/QRDvAheYIw,TRUE,Youtube Type.-Johnnykutz vol2,"{'type': 'Point', 'coordinates': [-78.87860721, 42.87708151]}",JohnnyKutz
3080,Tue Aug 23 00:36:13 +0000 2016,Booty Wurk 🔥 @ Canalside Buffalo https://t.co/Aq0FWi86kY,TRUE,716,"{'type': 'Point', 'coordinates': [-78.87860721, 42.87708151]}",jtpcool
3081,Tue Aug 23 00:30:36 +0000 2016,"Incredible experience sailing on #LakeErie!
From breezing winds in… https://t.co/w3O5KZYIoB",TRUE,"Boston, MA","{'type': 'Point', 'coordinates': [-78.8786469, 42.8762817]}",adimaniacal
3082,Mon Aug 22 23:46:30 +0000 2016,My handsome man #mcm 💞😘😋💘 @ Canalside Buffalo https://t.co/u5LI1krg4W,TRUE,,"{'type': 'Point', 'coordinates': [-78.87860721, 42.87708151]}",LindsayD_4
3083,Mon Aug 22 16:28:12 +0000 2016,"I love to show her off, cause all the dope boys want her, 'cause you… https://t.co/lPUos864ws",TRUE,"Williamsville, NY","{'type': 'Point', 'coordinates': [-78.87860721, 42.87708151]}",emhuttner
3084,Mon Aug 22 14:54:38 +0000 2016,https://t.co/MaLsFizt9i #Wny #Roc #UssSullivan #BuffaLove #Canalside... (Sculpin IPA) https://t.co/kL7doy84VV #photo,TRUE,"Buffalo, New York",,BuffaloInABox
3085,Mon Aug 22 12:16:29 +0000 2016,#BuffaloInABox.com #TimHortons &amp; #BuffaLove ship Daily  #Wny #Coffee… https://t.co/717ScXfFde,TRUE,"Buffalo, New York",,BuffaloInABox
3086,Mon Aug 22 06:36:40 +0000 2016,"We did smell the cheerios being made today @ Canalside cruising the River Buffalo, NY… https://t.co/Nx8y78QwTq",TRUE,,"{'type': 'Point', 'coordinates': [-78.87860721, 42.87708151]}",susiqjade
3087,Mon Aug 22 01:01:11 +0000 2016,just some guys being dudes @ Canalside Buffalo https://t.co/JnpSkGOdF1,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",carm_tronolone
3088,Mon Aug 22 00:34:22 +0000 2016,Seriously look how cute this little chunker is 😍😍😍… https://t.co/2hv5Fas7KE,TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",phillips_karli
3089,Sun Aug 21 19:28:16 +0000 2016,Finally got to sit in the big chair😁 @ Canalside Buffalo https://t.co/l00rDqd67f,TRUE,716,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",katxtaylor
3090,Sun Aug 21 17:12:54 +0000 2016,"I'm at @CanalsideBflo for Canalside Has Gone to the Dogs in Buffalo, NY https://t.co/UPGfXDikjQ",TRUE,"Cheektowaga, NY","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",mrc0810
3091,Sun Aug 21 17:12:54 +0000 2016,"I'm at @CanalsideBflo for Canalside Has Gone to the Dogs in Buffalo, NY https://t.co/UPGfXDikjQ",TRUE,"Cheektowaga, NY","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",mrc0810
3092,Sun Aug 21 16:04:15 +0000 2016,My nigga #Tpain @ Canalside Buffalo https://t.co/l7wpBhBIAY,TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",billstar23
3093,Sun Aug 21 14:26:19 +0000 2016,Family Adventures #canalside #navalmuseum #buffalo #usa #funday #saturday #familyadventures #joy… https://t.co/3e1leZ73YH,TRUE,"Ontario, Canada","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",marijamanda
3094,Sun Aug 21 14:13:19 +0000 2016,#GoodMorning #Rare but Welcomed!!! #repost @adriyanrae @ Canalside Buffalo https://t.co/wGQwsEfIYN,TRUE,ATL Boston LA & International,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",Mosesjp
3095,Sun Aug 21 02:46:59 +0000 2016,Saturday boating views ⛵️ josephcharles31 ktk444 @ Canalside Buffalo https://t.co/33O9uCdw28,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",RyanMura
3096,Sun Aug 21 02:46:59 +0000 2016,Saturday boating views ⛵️ josephcharles31 ktk444 @ Canalside Buffalo https://t.co/33O9uCdw28,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",RyanMura
3097,Sun Aug 21 02:18:35 +0000 2016,Abner with Shark Girl #dogsofinstagram #dogsofbuffalo @ Canalside Buffalo https://t.co/N9MuHMFDT0,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",MCStMary
3098,Sun Aug 21 01:29:38 +0000 2016,She keeps me (somewhat) sane @ Canalside Buffalo https://t.co/t8cTkm0v2F,TRUE,NY,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",isapierleoni
3099,Sat Aug 20 23:51:38 +0000 2016,Lil-boat ⛵️ @ Canalside Buffalo https://t.co/6OoUkq6NhN,TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",VCalcorzi
3100,Sat Aug 20 22:46:43 +0000 2016,Like I ain't got a hitta to the left of me¿ @ Canalside Buffalo https://t.co/7zPw62YA5w,TRUE,716,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",JJarv414
3101,Sat Aug 20 22:35:51 +0000 2016,Can barely see em but the 🐥🕊 were lined up perfectly. @ Canalside… https://t.co/KxVpsib3M7,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3102,Sat Aug 20 22:33:01 +0000 2016,Water. Kayak. Cousin. @ Canalside Buffalo https://t.co/leGCduja6m,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3103,Sat Aug 20 20:23:08 +0000 2016,"I'm at @CanalsideBflo in Buffalo, NY https://t.co/vKsYXBYuaz",TRUE,"Lancaster, NY","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",JChazen76
3104,Sat Aug 20 20:22:57 +0000 2016,"I'm at Buffalo &amp; Erie County Naval &amp; Military Park in Buffalo, NY https://t.co/GopF1OAOOr",TRUE,"Lancaster, NY","{'type': 'Point', 'coordinates': [-78.87979336, 42.87815696]}",JChazen76
3105,Sat Aug 20 19:48:13 +0000 2016,Skyline! @ Buffalo River History Tours https://t.co/aMhiakTAZb,TRUE,Buffalove,"{'type': 'Point', 'coordinates': [-78.8792611, 42.8775383]}",tarakate829
3106,Sat Aug 20 19:26:15 +0000 2016,Buffalove! @ Buffalo River History Tours https://t.co/oyn5jL2Tb9,TRUE,Buffalove,"{'type': 'Point', 'coordinates': [-78.8792611, 42.8775383]}",tarakate829
3107,Sat Aug 20 17:53:32 +0000 2016,"Lake Erie with these pretty ladies
#Buffalo #LakeErie #CanalSide… https://t.co/KdXE2vxCcr",TRUE,"Dallas, TX","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",chrishenkemusic
3108,Sat Aug 20 17:17:02 +0000 2016,Straight Outta the 716! #Buffalo #NewYork 🏙 @ Canalside Buffalo https://t.co/OmRBv4Eyf4,TRUE,315➡️716➡️585,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",PapaNicks47
3109,Sat Aug 20 17:08:11 +0000 2016,Kayak vid. @ Canalside Buffalo https://t.co/bjMZBoMPPI,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3110,Sat Aug 20 16:58:16 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/YMxCXiuhvA,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3111,Sat Aug 20 16:56:41 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/QFAOJ0kh3j,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3112,Sat Aug 20 16:54:29 +0000 2016,One day I'm going to do one of these.... just not in #Buffalo 😎 @ Canalside Buffalo https://t.co/mh1I2MDUVi,TRUE,ATL Boston LA & International,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",Mosesjp
3113,Sat Aug 20 16:28:33 +0000 2016,"Canalside selfie with my bestie. 
#latergram #blacklab #dogsofbuffalo #buffalove #selfie @… https://t.co/rQHYP3ScCu",TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",kcobuffalo
3114,Sat Aug 20 16:12:32 +0000 2016,"Vid of me drifting. At the end you can hear me go ""Whoa!"" cuz the… https://t.co/b4CZAJ5fnR",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3115,Sat Aug 20 16:10:58 +0000 2016,Kayaking as fuck with Rebecca. @ Canalside Buffalo https://t.co/SyRHgid6WT,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3116,Sat Aug 20 16:06:42 +0000 2016,the color run was done by the time we were finished taking pictures… https://t.co/BO6L6ZOFls,TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",emmaaludwigg
3117,Sat Aug 20 15:55:00 +0000 2016,Lovin' life. @ Canalside Buffalo https://t.co/d4vdZR9c9u,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3118,Sat Aug 20 15:52:28 +0000 2016,Happiest 5k on the planet💙💜💚💛❤️ @ Canalside Buffalo https://t.co/dyw5xE5H9W,TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",tiffanycycon
3119,Sat Aug 20 15:50:04 +0000 2016,More kayaking. @ Canalside Buffalo https://t.co/iNFz9kfHji,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3120,Sat Aug 20 15:40:36 +0000 2016,Kayaking as fuck! @ Canalside Buffalo https://t.co/Mc2fByTvaF,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",LouieC5
3121,Sat Aug 20 15:01:44 +0000 2016,😘 kris.sullivan #colorrun #colorrunbuffalo @ Canalside Buffalo https://t.co/01SAxqYFNL,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",FeliciaRiz
3122,Sat Aug 20 15:00:07 +0000 2016,Beautiful morning for the #colorrun #colorrun2016 #colorrunbuffalo @ Canalside Buffalo https://t.co/pHBq9b9OTF,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",FeliciaRiz
3123,Sat Aug 20 14:54:34 +0000 2016,thanks for taking me to the happiest run on the planet for my 19th… https://t.co/XnXpfHMri3,TRUE,,"{'type': 'Point', 'coordinates': [-78.87861123, 42.8770844]}",aggieisaunicorn
